capacity_bytes,date,failure,gray_n,model,serial_number,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_1_normalized,smart_1_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_22_normalized,smart_22_raw,smart_235_normalized,smart_235_raw,smart_23_normalized,smart_23_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_24_normalized,smart_24_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw
12000138625024,2018-09-25,0,1,ST12000NM0007,ZCH0BGYN,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,4295032833.0,,,72.0,28.0,,,100.0,45.0,100.0,314.0,28.0,28.0,74.0,23687616.0,,,100.0,0.0,100.0,0.0,200.0,0.0,74.0,23687616.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,6128.0,100.0,41304717616.0,100.0,60525704814.0,,,,,,,,,,,,,,,92.0,0.0,100.0,6.0,100.0,8.0,89.0,801851416.0,,,93.0,6168.0
4000787030016,2018-05-31,0,1,ST4000DM000,Z305D6P3,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,98.0,2.0,100.0,0.0,84.0,16.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,83.0,34630.0,18.0,18.0,,,,,99.0,256.0,99.0,256.0,200.0,0.0,119.0,225448024.0,,,,,,,,,,,,,,,,,,,,,,,100.0,21300.0,100.0,39714901552.0,100.0,77202294484.0,,,,,,,,,,,,,,,93.0,0.0,100.0,7.0,100.0,64.0,90.0,972111540.0,,,76.0,21554.0
4000787030016,2018-05-31,0,1,ST4000DM000,W3019Q2H,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,11.0,100.0,0.0,215.0,141.0,100.0,0.0,100.0,0.0,32.0,136911.0,141.0,141.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,90.0,34289752.0,,,,,,,,,,,,,,,,,,,,,,,100.0,2548.0,100.0,7904183303.0,100.0,10862841445.0,,,,,,,,,,,,,,,96.0,0.0,100.0,4.0,96.0,5480.0,60.0,124583826716.0,,,97.0,3314.0
4000787030016,2018-05-31,0,1,ST4000DM000,Z300GQ80,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,84.0,16.0,100.0,0.0,93.0,7.0,74.0,26.0,100.0,0.0,100.0,4.0,69.0,62395.0,26.0,26.0,,,,,98.0,336.0,98.0,336.0,200.0,0.0,118.0,173836088.0,,,,,,,,,,,,,,,,,,,,,,,100.0,42487.0,100.0,34930451008.0,100.0,330106403058.0,,,,,,,,,,,,,,,91.0,0.0,100.0,17.0,100.0,0.0,86.0,413994848.0,,,52.0,42732.0
12000138625024,2018-05-31,0,1,ST12000NM0007,ZCH06LS6,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,65.0,35.0,,,100.0,17.0,100.0,1241.0,35.0,35.0,83.0,222151328.0,,,100.0,0.0,100.0,0.0,200.0,0.0,83.0,222151328.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,3511.0,100.0,26808417712.0,100.0,34204805010.0,,,,,,,,,,,,,,,97.0,0.0,100.0,3.0,100.0,0.0,86.0,438937283.0,,,96.0,4063.0
4000787030016,2018-05-25,0,1,ST4000DM000,Z3040EGC,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,98.0,2.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,97.0,6448.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,108.0,20809480.0,,,,,,,,,,,,,,,,,,,,,,,100.0,22482.0,100.0,45100263992.0,100.0,88226652866.0,,,,,,,,,,,,,,,95.0,0.0,100.0,5.0,100.0,0.0,76.0,42834710.0,,,75.0,22543.0
4000787030016,2018-05-25,0,1,ST4000DM000,Z304JG00,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,80.0,20.0,100.0,0.0,100.0,0.0,97.0,7540.0,20.0,20.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,118.0,191550312.0,,,,,,,,,,,,,,,,,,,,,,,100.0,22954.0,100.0,45597248336.0,100.0,83802567291.0,,,,,,,,,,,,,,,94.0,0.0,100.0,6.0,100.0,0.0,81.0,160122378.0,,,74.0,23050.0
4000787030016,2018-05-25,0,1,ST4000DM000,Z302SY77,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,98.0,2.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,95.0,11006.0,30.0,30.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,113.0,56301528.0,,,,,,,,,,,,,,,,,,,,,,,100.0,23530.0,100.0,47796199720.0,100.0,71911629003.0,,,,,,,,,,,,,,,92.0,0.0,100.0,9.0,100.0,8.0,81.0,126489371.0,,,73.0,23721.0
4000787030016,2018-02-04,0,1,ST4000DM000,S301LN15,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,96.0,9874.0,25.0,25.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,116.0,102728464.0,,,,,,,,,,,,,,,,,,,,,,,100.0,19827.0,100.0,42656255056.0,100.0,66666647812.0,,,,,,,,,,,,,,,92.0,0.0,100.0,9.0,100.0,0.0,89.0,895842905.0,,,78.0,19894.0
4000787030016,2018-02-04,0,1,ST4000DM000,S300X99W,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,88.0,25425.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,117.0,166902888.0,,,,,,,,,,,,,,,,,,,,,,,100.0,26568.0,100.0,24617699265.0,100.0,203517099524.0,,,,,,,,,,,,,,,92.0,0.0,100.0,10.0,100.0,0.0,77.0,57863533.0,,,70.0,26761.0
4000787030016,2018-02-04,0,1,ST4000DM000,Z3015L51,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,96.0,9889.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,117.0,121651240.0,,,,,,,,,,,,,,,,,,,,,,,100.0,23902.0,100.0,36958680864.0,100.0,57541142052.0,,,,,,,,,,,,,,,95.0,0.0,100.0,16.0,100.0,0.0,79.0,85515745.0,,,73.0,23933.0
12000138625024,2018-02-04,0,1,ST12000NM0007,ZCH06HQA,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,1.0,271.0,100.0,0.0,,,58.0,42.0,,,100.0,1.0,99.0,3185.0,42.0,42.0,81.0,123777624.0,,,100.0,160.0,100.0,160.0,200.0,0.0,57.0,123777624.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,764.0,100.0,8064674288.0,100.0,6465082014.0,,,,,,,,,,,,,,,96.0,0.0,100.0,3.0,100.0,0.0,80.0,91423881.0,,,98.0,2310.0
12000138625024,2018-05-19,0,1,ST12000NM0007,ZCH080PE,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,74.0,26.0,,,100.0,31.0,100.0,1120.0,26.0,26.0,79.0,75042016.0,,,100.0,0.0,100.0,0.0,200.0,0.0,79.0,75042016.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,4594.0,100.0,36767414928.0,100.0,45338986401.0,,,,,,,,,,,,,,,95.0,0.0,100.0,4.0,100.0,1.0,88.0,4907696855.0,,,95.0,4970.0
12000138625024,2018-05-19,0,1,ST12000NM0007,ZCH0AZT2,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,63.0,37.0,,,100.0,51.0,100.0,204.0,37.0,37.0,82.0,144866912.0,,,100.0,0.0,100.0,0.0,200.0,0.0,82.0,144866912.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,3038.0,100.0,18247997104.0,100.0,19494570518.0,,,,,,,,,,,,,,,97.0,0.0,100.0,3.0,100.0,576.0,84.0,260306014.0,,,97.0,3081.0
4000787030016,2018-02-10,0,1,ST4000DM000,W3006C46,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,88.0,12.0,77.0,23.0,100.0,0.0,100.0,2.0,78.0,45210.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,112.0,49605064.0,,,,,,,,,,,,,,,,,,,,,,,100.0,39059.0,100.0,36199674042.0,100.0,178489649008.0,,,,,,,,,,,,,,,91.0,0.0,100.0,13.0,100.0,0.0,77.0,51972866.0,,,56.0,39379.0
4000787030016,2018-05-18,0,1,ST4000DM000,S301G7S7,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,66.0,68103.0,21.0,21.0,,,,,100.0,48.0,100.0,48.0,200.0,0.0,117.0,160842512.0,,,,,,,,,,,,,,,,,,,,,,,100.0,23853.0,100.0,25854219207.0,100.0,273649363426.0,,,,,,,,,,,,,,,92.0,0.0,100.0,14.0,100.0,0.0,73.0,21114474.0,,,73.0,24190.0
500107862016,2018-05-18,0,1,TOSHIBA MQ01ABF050,66GHS5N3S,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6.0,100.0,1.0,100.0,296.0,100.0,39.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,100.0,0.0,68.0,12849.0,100.0,0.0,100.0,0.0,,,100.0,260.0,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,1324.0,100.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,12847.0
4000787030016,2018-05-18,0,1,ST4000DM000,S301NDW6,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,88.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,93.0,14904.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,117.0,136453456.0,,,,,,,,,,,,,,,,,,,,,,,100.0,22028.0,100.0,41365508416.0,100.0,108948681563.0,,,,,,,,,,,,,,,92.0,0.0,100.0,10.0,100.0,0.0,77.0,50681841.0,,,75.0,22205.0
8001563222016,2018-05-18,0,1,ST8000DM002,ZA13ZE3T,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,97.0,6208.0,100.0,1.0,95.0,10920.0,32.0,32.0,1.0,152861824.0,,,100.0,0.0,100.0,0.0,200.0,0.0,82.0,152861824.0,,,,,,,,,,,,,,,,,,,,,,,100.0,12814.0,100.0,46686666200.0,100.0,71699015862.0,,,,,,,,,,,,,,,92.0,0.0,100.0,4.0,100.0,0.0,95.0,2861933529.0,,,86.0,12850.0
8001563222016,2018-02-11,0,1,ST8000DM002,ZA140NJM,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,65.0,35.0,98.0,5974.0,100.0,2.0,99.0,3067.0,35.0,35.0,1.0,49082744.0,,,100.0,0.0,100.0,0.0,200.0,12.0,77.0,49082744.0,,,,,,,,,,,,,,,,,,,,,,,100.0,9238.0,100.0,39961156416.0,100.0,63813739640.0,,,,,,,,,,,,,,,85.0,0.0,100.0,12.0,100.0,0.0,93.0,1831859906.0,,,90.0,9312.0
4000787030016,2018-02-11,0,1,ST4000DM000,Z304KR28,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,97.0,7037.0,23.0,23.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,118.0,174414312.0,,,,,,,,,,,,,,,,,,,,,,,100.0,20476.0,100.0,43624419496.0,100.0,65756617231.0,,,,,,,,,,,,,,,94.0,0.0,100.0,6.0,100.0,0.0,90.0,941503007.0,,,77.0,20571.0
4000787030016,2018-02-11,0,1,ST4000DM000,Z303Y3CA,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,65.0,70055.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,119.0,203129296.0,,,,,,,,,,,,,,,,,,,,,,,100.0,20548.0,100.0,23263474641.0,100.0,202349854933.0,,,,,,,,,,,,,,,91.0,0.0,100.0,18.0,100.0,0.0,89.0,902636658.0,,,77.0,20882.0
4000787030016,2018-02-11,0,1,ST4000DM000,Z3015J2Y,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,66.0,69785.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,118.0,180498296.0,,,,,,,,,,,,,,,,,,,,,,,100.0,29195.0,100.0,19357423208.0,100.0,83892040681.0,,,,,,,,,,,,,,,91.0,0.0,100.0,17.0,100.0,0.0,84.0,314723282.0,,,67.0,29497.0
4000787030016,2018-02-11,0,1,ST4000DM000,Z304HZ79,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,97.0,3.0,100.0,0.0,96.0,4.0,100.0,0.0,100.0,0.0,69.0,31.0,100.0,0.0,100.0,0.0,96.0,8948.0,31.0,31.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,115.0,86928016.0,,,,,,,,,,,,,,,,,,,,,,,100.0,20480.0,100.0,43273403064.0,100.0,77761666070.0,,,,,,,,,,,,,,,93.0,0.0,100.0,7.0,100.0,8.0,77.0,53888866.0,,,77.0,20579.0
8001563222016,2018-02-11,0,1,ST8000DM002,ZA13R1Z2,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,59.0,41.0,95.0,10628.0,100.0,2.0,98.0,4469.0,41.0,41.0,18.0,181254112.0,,,100.0,40.0,100.0,40.0,200.0,0.0,64.0,181254112.0,,,,,,,,,,,,,,,,,,,,,,,100.0,11245.0,100.0,42983118192.0,100.0,70391523868.0,,,,,,,,,,,,,,,98.0,0.0,100.0,1.0,100.0,696.0,93.0,2207923488.0,,,88.0,11295.0
8001563222016,2018-02-11,0,1,ST8000NM0055,ZA1552NE,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,74.0,26.0,99.0,2441.0,100.0,2.0,100.0,44.0,26.0,26.0,24.0,48629344.0,,,100.0,0.0,100.0,0.0,200.0,0.0,70.0,48629344.0,,,,,,,,,,,,,,,,,,,,,,,100.0,5762.0,100.0,30854328568.0,100.0,48100828402.0,,,,,,,,,,,,,,,98.0,0.0,100.0,1.0,100.0,1320.0,90.0,1048130718.0,,,94.0,5764.0
4000787030016,2018-02-11,0,1,ST4000DM000,Z300GZ91,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,98.0,2.0,73.0,27.0,100.0,0.0,100.0,2.0,73.0,54276.0,27.0,27.0,,,,,100.0,24.0,100.0,24.0,200.0,0.0,115.0,96633096.0,,,,,,,,,,,,,,,,,,,,,,,100.0,39225.0,100.0,28889521154.0,100.0,203748564050.0,,,,,,,,,,,,,,,91.0,0.0,100.0,18.0,100.0,0.0,84.0,278342609.0,,,55.0,39441.0
4000787030016,2018-02-11,0,1,ST4000DM000,Z305DTVF,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,98.0,2.0,100.0,0.0,100.0,0.0,83.0,17.0,100.0,0.0,100.0,0.0,96.0,9742.0,17.0,17.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,113.0,53682264.0,,,,,,,,,,,,,,,,,,,,,,,100.0,14273.0,100.0,12243523233.0,100.0,30042519953.0,,,,,,,,,,,,,,,99.0,0.0,100.0,1.0,100.0,0.0,87.0,556639849.0,,,84.0,14308.0
4000787030016,2018-02-11,0,1,ST4000DM000,W300656H,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,91.0,9.0,77.0,23.0,100.0,0.0,100.0,6.0,77.0,46411.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,117.0,143005000.0,,,,,,,,,,,,,,,,,,,,,,,100.0,39065.0,100.0,36382396168.0,100.0,178422873722.0,,,,,,,,,,,,,,,91.0,0.0,100.0,17.0,100.0,0.0,75.0,37973512.0,,,56.0,39400.0
12000138625024,2018-02-05,0,1,ST12000NM0007,ZCH0AJHG,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,0.0,100.0,62.0,30.0,30.0,83.0,180276120.0,,,100.0,16.0,100.0,16.0,200.0,0.0,83.0,180276120.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,584.0,100.0,8538892344.0,100.0,7754681466.0,,,,,,,,,,,,,,,99.0,0.0,100.0,1.0,100.0,0.0,79.0,88005974.0,,,100.0,599.0
8001563222016,2018-02-05,0,1,HGST HUH728080ALE600,VKGJ24RX,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,9716.0,92.0,9716.0,230.0,26.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,133.0,108.0,100.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,128.0,18.0,100.0,1923.0
