date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2018-05-18,Z3059Q7P,ST4000DM000,4000787030016,1,114.0,72520200.0,,,96.0,0.0,100.0,4.0,100.0,0.0,78.0,76794800.0,,,77.0,20525.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,96.0,9002.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,20438.0,100.0,42350497072.0,100.0,87516642254.0,,,,,,,,,,
2018-05-24,Z3040E04,ST4000DM000,4000787030016,1,111.0,32012864.0,,,96.0,0.0,100.0,4.0,100.0,0.0,76.0,44001466.0,,,75.0,22516.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,97.0,7667.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,22453.0,100.0,45318909664.0,100.0,75403202069.0,,,,,,,,,,
2018-05-24,Z3013TWR,ST4000DM000,4000787030016,1,111.0,35824056.0,,,91.0,0.0,100.0,17.0,100.0,0.0,83.0,227544942.0,,,57.0,38480.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,75.0,25.0,100.0,0.0,100.0,7.0,66.0,69756.0,25.0,25.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,38200.0,100.0,30696430652.0,100.0,280020931853.0,,,,,,,,,,
2018-05-30,ZA10NJBT,ST8000DM002,8001563222016,1,82.0,148602696.0,,,86.0,0.0,100.0,7.0,100.0,0.0,93.0,2233168187.0,,,80.0,17645.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,41.0,100.0,301.0,30.0,30.0,1.0,148602696.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,17639.0,100.0,40449680416.0,100.0,95721266064.0,,,,,,,,,,
2018-05-26,Z3040EGC,ST4000DM000,4000787030016,1,117.0,165770536.0,,,95.0,0.0,100.0,5.0,100.0,0.0,76.0,43720425.0,,,75.0,22567.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,98.0,2.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,97.0,6448.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,22506.0,100.0,45120520168.0,100.0,88406219433.0,,,,,,,,,,
2018-05-26,Z304JG00,ST4000DM000,4000787030016,1,111.0,30760048.0,,,94.0,0.0,100.0,6.0,100.0,0.0,81.0,160955999.0,,,74.0,23067.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,80.0,20.0,100.0,0.0,100.0,0.0,97.0,7543.0,20.0,20.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,22971.0,100.0,45604088960.0,100.0,83909402949.0,,,,,,,,,,
2018-05-26,Z302SY77,ST4000DM000,4000787030016,1,114.0,81331600.0,,,92.0,0.0,100.0,9.0,100.0,8.0,81.0,127453219.0,,,73.0,23746.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,80.0,20.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,95.0,11008.0,30.0,30.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,23555.0,100.0,47809674672.0,100.0,72020898628.0,,,,,,,,,,
2018-05-27,S300Z4YX,ST4000DM000,4000787030016,1,108.0,15438496.0,,,98.0,0.0,100.0,2.0,100.0,0.0,90.0,992698293.0,,,71.0,26092.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,18.0,165691.0,18.0,18.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,25334.0,100.0,41101386792.0,100.0,96409928617.0,,,,,,,,,,
2018-05-23,Z30149QK,ST4000DM000,4000787030016,1,114.0,69352784.0,,,91.0,0.0,100.0,16.0,100.0,0.0,71.0,73230441010.0,,,57.0,38453.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,94.0,6.0,100.0,2.0,99.0,1.0,75.0,25.0,100.0,0.0,100.0,7.0,68.0,65208.0,25.0,25.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,38183.0,100.0,30535619170.0,100.0,296812202868.0,,,,,,,,,,
2018-05-23,Z303BK1Z,ST4000DM000,4000787030016,1,114.0,78319968.0,,,92.0,0.0,100.0,10.0,100.0,16.0,87.0,609217408.0,,,75.0,22065.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,92.0,8.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,0.0,91.0,19352.0,24.0,24.0,,,,,99.0,184.0,99.0,184.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,21930.0,100.0,15037480900.0,100.0,37958853620.0,,,,,,,,,,
2018-05-23,Z300ZKC9,ST4000DM000,4000787030016,1,116.0,116998752.0,,,94.0,0.0,100.0,6.0,100.0,0.0,86.0,448790426.0,,,65.0,31227.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,77.0,23.0,100.0,0.0,100.0,2.0,90.0,20406.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,31072.0,100.0,24983410524.0,100.0,253854876348.0,,,,,,,,,,
2018-05-23,2EG1225J,HGST HUH728080ALE600,8001563222016,1,100.0,0.0,133.0,108.0,100.0,0.0,100.0,7.0,100.0,0.0,100.0,0.0,128.0,18.0,96.0,28873.0,100.0,0.0,,,100.0,7.0,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,26657.0,78.0,26657.0,253.0,23.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23,Z300ZK5W,ST4000DM000,4000787030016,1,112.0,95478328.0,,,91.0,0.0,100.0,12.0,100.0,8.0,80.0,116220698.0,,,65.0,31365.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,99.0,1.0,100.0,0.0,86.0,14.0,79.0,21.0,100.0,0.0,100.0,1.0,81.0,39959.0,21.0,21.0,,,,,99.0,240.0,99.0,240.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,31089.0,100.0,25665630254.0,100.0,181742992837.0,,,,,,,,,,
2018-05-22,ZA13GZA5,ST8000NM0055,8001563222016,1,55.0,93216256.0,,,95.0,0.0,100.0,3.0,99.0,7568.0,92.0,1442405757.0,,,91.0,8166.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,78.0,22.0,99.0,3036.0,100.0,0.0,98.0,4371.0,22.0,22.0,24.0,93216256.0,,,100.0,40.0,100.0,40.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,8131.0,100.0,35439761912.0,100.0,87086275606.0,,,,,,,,,,
2018-05-22,W300KFAD,ST4000DM000,4000787030016,1,119.0,232183976.0,,,91.0,0.0,100.0,17.0,100.0,0.0,81.0,134851120.0,,,55.0,39755.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,99.0,1.0,98.0,2.0,100.0,0.0,100.0,0.0,96.0,4.0,75.0,25.0,100.0,0.0,100.0,4.0,30.0,140123.0,25.0,25.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,39195.0,100.0,30101006832.0,100.0,150333786409.0,,,,,,,,,,
2018-05-22,Z3041684,ST4000DM000,4000787030016,1,118.0,180629016.0,,,92.0,0.0,100.0,12.0,99.0,1576.0,53.0,876220191598.0,,,74.0,23600.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,83.0,34162.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,1.0,,,,,,,,,,,,,,,,,,,100.0,23410.0,100.0,23381204344.0,100.0,215318829221.0,,,,,,,,,,
2018-05-22,S2ZYJ9CF504027,ST500LM012 HN,500107862016,1,100.0,19.0,252.0,0.0,93.0,2219.0,100.0,16.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,31771.0,252.0,0.0,100.0,222.0,100.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,5.0,252.0,0.0,,,64.0,33.0,100.0,0.0,252.0,0.0,252.0,0.0,252.0,0.0,200.0,0.0,100.0,343737.0,,,,,,,100.0,222.0,,,35.0,662822.0,,,,,,,,,,,,,,,,,,,,
2018-05-22,ZCH07ELY,ST12000NM0007,12000138625024,1,84.0,230661904.0,,,90.0,0.0,100.0,8.0,100.0,8.0,88.0,627469670.0,,,95.0,5103.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,84.0,16.0,100.0,0.0,,,72.0,28.0,,,100.0,35.0,100.0,1254.0,28.0,28.0,84.0,230661904.0,,,100.0,48.0,100.0,48.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,4665.0,100.0,36857372800.0,100.0,46381222204.0,,,,,,,,,,
2018-05-22,ZJV00CRJ,ST12000NM0007,12000138625024,1,69.0,8382368.0,,,98.0,0.0,100.0,2.0,100.0,0.0,84.0,273442529.0,,,97.0,3155.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,63.0,37.0,,,100.0,51.0,100.0,212.0,37.0,37.0,69.0,8382368.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,3115.0,100.0,18550724632.0,100.0,20276063724.0,,,,,,,,,,
2018-05-08,Z3014LCH,ST4000DM000,4000787030016,1,114.0,66318488.0,,,91.0,0.0,100.0,11.0,94.0,8232.0,75.0,32658673.0,,,59.0,36555.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,5.0,85.0,31996.0,24.0,24.0,,,,,44.0,9184.0,44.0,9184.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,36423.0,100.0,27316434168.0,100.0,159499875729.0,,,,,,,,,,
2018-05-08,Z300GQAQ,ST4000DM000,4000787030016,1,119.0,213608488.0,,,92.0,0.0,100.0,12.0,100.0,0.0,85.0,368149247.0,,,53.0,41825.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,93.0,7.0,76.0,24.0,100.0,0.0,100.0,2.0,82.0,37570.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,1.0,,,,,,,,,,,,,,,,,,,100.0,41690.0,100.0,34652196688.0,100.0,317044466464.0,,,,,,,,,,
2018-05-08,Z300GPYH,ST4000DM000,4000787030016,1,103.0,6168184.0,,,91.0,0.0,100.0,12.0,100.0,0.0,85.0,367991539.0,,,53.0,41825.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,64.0,36.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,2.0,82.0,37596.0,23.0,23.0,,,,,100.0,32.0,100.0,32.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,41690.0,100.0,34610946238.0,100.0,318410960979.0,,,,,,,,,,
2018-05-08,Z302GXK8,ST4000DM000,4000787030016,1,118.0,178460488.0,,,91.0,0.0,100.0,11.0,100.0,0.0,87.0,636174686.0,,,79.0,19159.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,31.0,138664.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,18673.0,100.0,17991565588.0,100.0,121575830020.0,,,,,,,,,,
