date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2/5/18,S300X99W,ST4000DM000,4.00079E+12,1,119,214143128,,,92,0,100,10,100,0,77,58294608,,,70,26785,100,0,,,100,10,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,88,25425,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,26592,100,24618983991,100,2.03545E+11,,,,,,,,,,
2/5/18,Z3015L51,ST4000DM000,4.00079E+12,1,116,105765032,,,95,0,100,16,100,0,79,86886615,,,73,23957,100,0,,,100,5,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,78,22,100,0,100,0,96,9889,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,23926,100,36962770528,100,57712181746,,,,,,,,,,
2/5/18,ZCH06HQA,ST12000NM0007,1.20001E+13,1,59,96122720,,,96,0,100,3,100,0,80,93075073,,,98,2335,100,0,,,100,3,,,,,,,,,,,,,,,,,,,1,694,100,0,,,58,42,,,100,1,99,3186,42,42,80,96122720,,,100,168,100,168,200,0,100,0,,,,,,,,,,,,,,,,,100,788,100,8122007408,100,6624234750,,,,,,,,,,
2/5/18,S35UNX0J105329E,Samsung SSD 850 EVO 1TB,1.0002E+12,1,,,,,,,,,100,0,,,,,99,605,,,,,99,4,,,,,,,100,0,100,0,100,0,100,0,100,0,,,100,0,,,,,67,33,,,,,,,,,200,0,,,,,,,100,0,,,,,,,,,,,,,,,,,99,1,,,99,4490455048,,,,,,,,,,,,
2/13/18,PL1331LAHD1H7H,HGST HMS5C4040BLE640,4.00079E+12,1,95,720896,133,104,100,432,100,5,94,275,100,0,111,43,98,14625,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,41,100,41,206,29,,,81,521,100,32,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/18,Z3041589,ST4000DM000,4.00079E+12,1,117,121190304,,,92,0,100,18,100,8,88,762878944,,,76,21310,100,0,,,100,18,,,,,,,,,,,,,,,100,0,100,0,94,6,100,0,100,0,78,22,100,0,100,0,52,97375,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,20908,100,22441825397,100,1.63013E+11,,,,,,,,,,
2/13/18,Z301VBW9,ST4000DM000,4.00079E+12,1,105,7913496,,,91,0,100,27,100,0,87,661679461,,,79,19109,100,0,,,100,27,,,,,,,,,,,,,,,100,0,100,0,99,1,100,0,100,0,79,21,100,0,100,0,1,225869,21,21,,,,,100,104,100,104,200,0,,,,,,,,,,,,,,,,,,,100,18242,100,14051324423,100,1.14119E+11,,,,,,,,,,
2/13/18,S301081Z,ST4000DM000,4.00079E+12,1,113,57448160,,,98,0,100,2,100,0,80,108558989,,,76,21708,100,0,,,100,2,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,65,35,100,0,100,0,90,21022,35,35,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,21591,100,45763954088,100,85406383866,,,,,,,,,,
2/7/18,Z3049ALW,ST4000DM000,4.00079E+12,1,117,142283544,,,97,0,100,3,100,0,79,84227845,,,95,4787,100,0,,,100,3,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,100,82,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,4785,100,11227625832,100,34542689224,,,,,,,,,,
2/7/18,Z3044817,ST4000DM000,4.00079E+12,1,117,138815720,,,96,0,100,4,100,0,80,105161593,,,95,4401,100,0,,,100,4,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,95,10042,24,24,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,4328,100,8674131969,100,6454962027,,,,,,,,,,
2/7/18,ZA18BTGX,ST8000NM0055,8.00156E+12,1,76,39467352,,,96,0,100,3,100,0,89,763478482,,,96,3776,100,0,,,100,2,,,,,,,,,,,,,,,,,96,4,100,0,100,0,100,0,73,27,93,14917,100,5,100,1755,27,27,76,39467352,,,100,0,100,0,200,4,,,,,,,,,,,,,,,,,,,100,3756,100,25994046264,100,34508615722,,,,,,,,,,
2/7/18,S35UNX0J104412V,Samsung SSD 850 EVO 1TB,1.0002E+12,1,,,,,,,,,100,0,,,,,99,661,,,,,99,3,,,,,,,100,0,100,0,100,0,100,0,100,0,,,100,0,,,,,63,37,,,,,,,,,200,0,,,,,,,100,0,,,,,,,,,,,,,,,,,99,1,,,99,5236673856,,,,,,,,,,,,
2/7/18,S35UNX0J104403E,Samsung SSD 850 EVO 1TB,1.0002E+12,1,,,,,,,,,100,0,,,,,99,661,,,,,99,3,,,,,,,99,1,100,0,100,0,100,0,100,0,,,100,0,,,,,65,35,,,,,,,,,200,0,,,,,,,100,0,,,,,,,,,,,,,,,,,99,1,,,99,5249148744,,,,,,,,,,,,
2/7/18,S35UNX0J105331M,Samsung SSD 850 EVO 1TB,1.0002E+12,1,,,,,,,,,100,0,,,,,99,661,,,,,99,3,,,,,,,100,0,100,0,100,0,100,0,100,0,,,100,0,,,,,67,33,,,,,,,,,200,0,,,,,,,100,0,,,,,,,,,,,,,,,,,99,1,,,99,5030189760,,,,,,,,,,,,
2/6/18,S35UNX0J104411J,Samsung SSD 850 EVO 1TB,1.0002E+12,1,,,,,,,,,100,0,,,,,99,637,,,,,99,3,,,,,,,99,1,100,0,100,0,100,0,100,0,,,100,0,,,,,71,29,,,,,,,,,200,0,,,,,,,100,0,,,,,,,,,,,,,,,,,99,1,,,99,5464380232,,,,,,,,,,,,
2/6/18,S35UNX0J104410F,Samsung SSD 850 EVO 1TB,1.0002E+12,1,,,,,,,,,100,0,,,,,99,628,,,,,99,3,,,,,,,100,0,100,0,100,0,100,0,100,0,,,100,0,,,,,67,33,,,,,,,,,200,0,,,,,,,100,0,,,,,,,,,,,,,,,,,99,1,,,99,4950379120,,,,,,,,,,,,
2/6/18,ZCH0AJHG,ST12000NM0007,1.20001E+13,1,68,152679160,,,99,0,100,1,100,0,80,91930567,,,100,624,100,0,,,100,1,,,,,,,,,,,,,,,,,,,94,6,100,0,,,70,30,,,100,0,100,63,30,30,82,152679160,,,100,40,100,40,200,0,100,0,,,,,,,,,,,,,,,,,100,608,100,8893494712,100,8104904290,,,,,,,,,,
2/6/18,VKGJ24RX,HGST HUH728080ALE600,8.00156E+12,1,100,0,133,108,100,0,100,2,100,0,100,0,128,18,100,1947,100,0,,,100,2,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,92,9837,92,9837,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/18,WD-WXE1E84FPZKA,WDC WD5000LPVX,5.00108E+11,1,200,12,,,153,1316,100,53,200,0,200,0,,,68,23790,100,0,100,0,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,200,0,189,35481,107,36,,,200,0,200,1,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/18,W300JMZ1,ST4000DM000,4.00079E+12,1,114,73306744,,,91,0,100,34,100,0,79,84158676,,,56,39292,100,0,,,100,34,,,,,,,,,,,,,,,99,1,100,0,100,0,100,0,100,0,74,26,100,0,100,8,1,226397,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,38324,100,32196579576,100,3.85856E+11,,,,,,,,,,
2/6/18,Z300CR45,ST4000DM000,4.00079E+12,1,101,77268994,,,91,0,100,17,100,8,81,155320756,,,56,38692,100,0,,,100,16,,,,,,,,,,,,,,,96,4,100,0,82,18,100,0,100,0,79,21,100,0,100,7,86,28960,21,21,,,,,83,2936,83,2936,200,0,,,,,,,,,,,,,,,,,,,100,38547,100,32441105178,100,1.47598E+11,,,,,,,,,,
2/6/18,S35UNX0J104414Y,Samsung SSD 850 EVO 1TB,1.0002E+12,1,,,,,,,,,100,0,,,,,99,628,,,,,99,3,,,,,,,100,0,100,0,100,0,100,0,100,0,,,100,0,,,,,70,30,,,,,,,,,200,0,,,,,,,100,0,,,,,,,,,,,,,,,,,99,1,,,99,4666068992,,,,,,,,,,,,
2/6/18,S35UNX0J104426B,Samsung SSD 850 EVO 1TB,1.0002E+12,1,,,,,,,,,100,0,,,,,99,628,,,,,99,3,,,,,,,99,1,100,0,100,0,100,0,100,0,,,100,0,,,,,67,33,,,,,,,,,200,0,,,,,,,100,0,,,,,,,,,,,,,,,,,99,1,,,99,5240945120,,,,,,,,,,,,
2/12/18,ZA140NJM,ST8000DM002,8.00156E+12,1,83,214450344,,,85,0,100,12,100,0,93,1840307555,,,90,9337,100,0,,,100,12,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,69,31,98,5979,100,2,99,3076,31,31,1,214450344,,,100,0,100,0,200,12,,,,,,,,,,,,,,,,,,,100,9263,100,39977687688,100,63962575968,,,,,,,,,,
2/12/18,Z304HZ79,ST4000DM000,4.00079E+12,1,113,57793808,,,93,0,100,7,100,8,77,54337709,,,77,20604,100,0,,,100,7,,,,,,,,,,,,,,,97,3,100,0,96,4,100,0,100,0,72,28,100,0,100,0,96,8948,28,28,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,20505,100,43275451464,100,77895852395,,,,,,,,,,
2/12/18,Z304KR28,ST4000DM000,4.00079E+12,1,117,125768912,,,94,0,100,6,100,0,90,942450711,,,77,20596,100,0,,,100,6,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,97,7037,23,23,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,100,20501,100,43626406088,100,65943393233,,,,,,,,,,
2/12/18,Z303Y3CA,ST4000DM000,4.00079E+12,1,119,229230400,,,91,0,100,18,100,0,89,903542035,,,77,20906,100,0,,,100,18,,,,,,,,,,,,,,,100,0,100,0,100,0,100,1,100,0,77,23,100,0,100,0,65,70055,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,20571,100,23265881606,100,2.02389E+11,,,,,,,,,,
2/12/18,Z3015J2Y,ST4000DM000,4.00079E+12,1,114,79200408,,,91,0,100,17,100,0,84,315546254,,,67,29521,100,0,,,100,16,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,66,69785,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,29220,100,19359774740,100,83922260944,,,,,,,,,,
2/12/18,ZA13R1Z2,ST8000DM002,8.00156E+12,1,72,80631696,,,98,0,100,1,100,752,93,2216341942,,,88,11319,100,0,,,100,1,,,,,,,,,,,,,,,,,100,0,81,19,100,0,100,0,60,40,95,10634,100,2,98,4484,40,40,20,80631696,,,100,40,100,40,200,0,,,,,,,,,,,,,,,,,,,100,11270,100,42996189496,100,70522545876,,,,,,,,,,
2/12/18,ZA1552NE,ST8000NM0055,8.00156E+12,1,73,18793336,,,98,0,100,1,99,4696,90,1053505309,,,94,5788,100,0,,,100,1,,,,,,,,,,,,,,,,,100,0,85,15,100,0,100,0,74,26,99,2448,100,2,100,44,26,26,24,18793336,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,5786,100,30878831080,100,48291411594,,,,,,,,,,
2/12/18,Z300GZ91,ST4000DM000,4.00079E+12,1,115,87120712,,,91,0,100,18,100,0,84,279122740,,,55,39465,100,0,,,100,18,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,98,2,72,28,100,0,100,2,73,54276,28,28,,,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,,,100,39249,100,28891650744,100,2.03778E+11,,,,,,,,,,
2/12/18,Z305DTVF,ST4000DM000,4.00079E+12,1,111,185018776,,,99,0,100,1,100,0,87,557470735,,,84,14333,100,0,,,100,1,,,,,,,,,,,,,,,100,0,100,0,95,5,100,0,100,0,82,18,100,0,100,0,96,9743,18,18,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,100,14298,100,12246569541,100,30068832591,,,,,,,,,,
2/12/18,W300656H,ST4000DM000,4.00079E+12,1,118,179402176,,,91,0,100,18,100,0,75,37981194,,,55,39423,100,0,,,100,18,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,91,9,77,23,100,0,100,6,77,47720,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,39078,100,36382397004,100,1.78452E+11,,,,,,,,,,
2/16/18,Z30149VM,ST4000DM000,4.00079E+12,1,118,185194976,,,91,0,100,15,82,22960,81,161726481,,,59,36231,100,0,,,100,15,,,,,,,,,,,,,,,100,0,100,0,88,12,100,0,91,9,78,22,100,0,100,4,72,56553,22,22,,,,,93,1216,93,1216,200,0,,,,,,,,,,,,,,,,,,,100,36029,100,30811455610,100,2.63191E+11,,,,,,,,,,
2/16/18,Z304C6RW,ST4000DM000,4.00079E+12,1,117,148936784,,,97,0,100,3,100,8,78,81292933,,,96,4163,100,0,,,100,3,,,,,,,,,,,,,,,100,0,100,0,98,2,100,0,100,0,79,21,100,0,100,0,90,21206,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,3996,100,8521256428,100,5765939100,,,,,,,,,,
2/2/18,Z305D6PY,ST4000DM000,4.00079E+12,1,117,161229712,,,98,0,98,2690,100,0,88,756742135,,,81,17375,100,0,,,100,10,,,,,,,,,,,,,,,98,2,100,0,100,0,100,1,100,0,71,29,100,0,99,2656,93,14949,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,17185,100,35870271960,100,87392340468,,,,,,,,,,
2/2/18,Z300W0J7,ST4000DM000,4.00079E+12,1,120,237814160,,,92,0,100,24,100,0,78,72058089,,,60,35114,100,0,,,100,24,,,,,,,,,,,,,,,99,1,100,0,100,0,100,0,100,0,81,19,100,0,100,8,61,78510,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,34793,100,28456612888,100,2.67698E+11,,,,,,,,,,
2/2/18,PL2331LAHDH7NJ,HGST HMS5C4040BLE640,4.00079E+12,1,100,0,134,100,100,0,100,3,100,0,100,0,113,42,100,1440,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4,100,4,187,32,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/18,ZCH06HJM,ST12000NM0007,1.20001E+13,1,81,130705576,,,94,0,100,5,100,0,83,195568401,,,98,2050,100,0,,,100,5,,,,,,,,,,,,,,,,,,,97,3,100,0,,,57,43,,,100,24,100,339,43,43,81,130705576,,,100,24,100,24,200,0,100,0,,,,,,,,,,,,,,,,,100,1947,100,15253163312,100,15151066602,,,,,,,,,,
2/2/18,PL1331LAHGB49H,HGST HMS5C4040ALE640,4.00079E+12,1,100,0,133,106,100,440,100,5,100,11,100,0,113,42,99,8782,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,100,70,193,31,,,100,22,100,56,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/18,W300B0JC,ST4000DM000,4.00079E+12,1,118,179190816,,,91,0,100,16,100,0,85,396292001,,,54,40482,100,0,,,100,16,,,,,,,,,,,,,,,99,1,100,0,100,0,100,0,90,10,79,21,100,0,100,5,70,61341,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,40239,100,29740673004,100,1.59781E+11,,,,,,,,,,
2/17/18,Z300KYGS,ST4000DM000,4.00079E+12,1,120,239024008,,,91,0,100,13,100,0,81,142410555,,,57,37786,100,0,,,100,13,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,5,77,47451,24,24,,,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,100,37525,100,32249203202,100,2.65799E+11,,,,,,,,,,
2/17/18,ZCH06HY4,ST12000NM0007,1.20001E+13,1,71,11517800,,,92,0,100,6,100,0,82,142572458,,,98,2625,100,0,,,100,6,,,,,,,,,,,,,,,,,,,100,0,100,0,,,67,33,,,100,5,99,3209,33,33,71,11517800,,,100,48,100,48,200,0,100,0,,,,,,,,,,,,,,,,,100,1075,100,11889692072,100,10582969978,,,,,,,,,,
2/17/18,Z305D5VD,ST4000DM000,4.00079E+12,1,116,114945785,,,92,0,100,11,100,24,88,761345804,,,80,17728,100,0,,,100,11,,,,,,,,,,,,,,,91,9,100,0,57,43,100,0,100,0,71,29,100,0,100,0,96,8437,29,29,,,,,100,136,100,136,200,8,,,,,,,,,,,,,,,,,,,100,17642,100,35772646664,100,82351108477,,,,,,,,,,
2/17/18,Z3025QEW,ST4000DM000,4.00079E+12,1,116,106410688,,,92,0,100,16,100,8,90,996576390,,,69,27961,100,0,,,100,16,,,,,,,,,,,,,,,99,1,100,0,99,1,100,0,100,0,79,21,100,0,100,0,65,70858,21,21,,,,,99,168,99,168,200,0,,,,,,,,,,,,,,,,,,,100,27576,100,23370889214,100,2.15248E+11,,,,,,,,,,
2/15/18,S2ZYJ9CG108668,ST500LM012 HN,5.00108E+11,1,100,49,252,0,94,2036,100,19,252,0,252,0,252,0,100,19270,252,0,100,55,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,252,0,100,3,,,64,31,100,0,252,0,252,0,252,0,200,0,100,391552,,,,,,,100,55,,,88,128214,,,,,,,,,,,,,,,,,,,,
2/15/18,Z3042V6B,ST4000DM000,4.00079E+12,1,118,170846000,,,92,0,100,8,100,16,90,981318397,,,77,20672,100,0,,,100,8,,,,,,,,,,,,,,,100,0,100,0,97,3,100,0,100,0,74,26,100,0,100,0,96,9753,26,26,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,20590,100,45512932024,100,87936182976,,,,,,,,,,
2/28/18,WD-WX71A24C5349,WDC WD5000LPVX,5.00108E+11,1,200,0,,,156,1158,99,1067,200,0,200,0,,,56,32399,100,0,100,0,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1,78,367976,116,27,,,200,0,200,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,57,32098,,,,,,,,,,,,,,
2/14/18,Z30250MM,ST4000DM000,4.00079E+12,1,118,179567544,,,92,0,100,14,100,0,82,179628943,,,68,28684,100,0,,,100,14,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,96,4,75,25,100,0,100,1,12,177902,25,25,,,,,100,152,100,152,200,0,,,,,,,,,,,,,,,,,,,100,27961,100,24819429714,100,2.01379E+11,,,,,,,,,,
2/14/18,Z304HSDF,ST4000DM000,4.00079E+12,1,119,220215904,,,92,0,100,9,100,0,90,962149487,,,78,19621,100,0,,,100,9,,,,,,,,,,,,,,,98,2,100,0,100,0,100,0,100,0,77,23,100,0,100,0,96,9973,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,100,19384,100,40523679424,100,86366851705,,,,,,,,,,
